시도,시군구,년,위도,경도,기온_6월10이상,기온_6월15이상,기온_6월20이상,기온_6월25이상,기온_6월30이상,기온_7월10이상,기온_7월15이상,기온_7월20이상,기온_7월25이상,기온_7월30이상,기온_8월10이상,기온_8월15이상,기온_8월20이상,기온_8월25이상,기온_8월30이상,기온_9월10이상,기온_9월15이상,기온_9월20이상,기온_9월25이상,기온_9월30이상,기온_10월10이상,기온_10월15이상,기온_10월20이상,기온_10월25이상,기온_10월30이상,전_P0,답_P0,임야_P0,대지_P0,공원_P0,과수원_P0,유원지_P0,묘지_P0,남자인구_P1,여자인구_P1,X65이상인구_P1,X65이상남자_P1,X65이상여자_P1,X65이상남자_P2,X65이상여자_P2,X50이상인구_P1,X50이상남자_P1,X50이상여자_P1,X50이상남자_P2,X50이상여자_P2,농가인구_P1,농가남자_P1,농가여자_P1,농가남자_P2,농가여자_P2,위험지수,color
경상북도,문경시,2017,36.586518,128.186797,718,655,454,227,50,744,744,737,344,82,729,725,661,277,58,707,594,300,94,0,590,335,83,11,0,6.215,7.292,77.144,1.543,0.039,0.608,0.003,0.193,48.987,51.013,26.507,10.58,15.927,39.915,60.085,52.985,23.653,29.332,44.64,55.36,24.081,11.913,12.168,49.471,50.529,6.081,white
경상북도,봉화군,2017,36.935951,128.913125,684,564,321,154,25,744,738,680,268,56,742,713,604,206,34,676,472,242,56,0,517,252,48,6,0,7.378,3.645,82.47,0.701,0.007,0.598,0.003,0.113,49.376,50.624,33.473,13.619,19.854,40.686,59.314,62.523,28.629,33.894,45.789,54.211,40.53,19.023,21.507,46.936,53.064,6.455,white
경상북도,상주시,2017,36.410966,128.159024,719,695,531,274,85,744,744,739,479,123,744,744,693,360,96,712,644,349,115,0,608,368,105,18,0,6.836,14.327,66.183,1.727,0.028,0.697,0.005,0.4,49.297,50.703,27.292,10.717,16.575,39.268,60.732,53.506,23.799,29.707,44.479,55.521,30.588,15.202,15.387,49.698,50.302,75.933,red
경상북도,성주군,2017,35.9191465,128.283029,719,706,548,276,75,744,744,736,520,137,744,744,699,385,101,714,666,372,130,0,652,398,109,19,0,5.977,14.272,67.126,1.651,0.018,0.342,0.002,0.534,50.468,49.532,29.083,12.135,16.948,41.724,58.276,58.813,27.59,31.223,46.912,53.088,36.107,17.227,18.88,47.711,52.289,136.667,white
경상북도,안동시,2017,36.564625,128.729889,719,665,468,224,71,744,744,737,424,116,744,737,691,355,85,710,649,331,107,0,625,362,93,16,0,8.332,6.043,70.083,1.412,0.075,0.879,0.009,0.231,49.406,50.594,20.169,8.408,11.76,41.689,58.311,43.623,20.002,23.621,45.851,54.149,18.838,9.145,9.692,48.548,51.452,6.081,white
경상북도,영덕군,2017,36.464821,129.376394,717,642,406,147,22,739,739,717,458,117,744,744,696,292,54,720,673,398,101,1,670,435,72,13,0,4.444,6.012,81.112,1.034,0.002,0.47,0.003,0.241,47.486,52.514,34.613,13.142,21.471,37.97,62.03,62.036,26.562,35.473,42.818,57.182,27.448,13.4,14.048,48.821,51.179,147.029,white
경상북도,영양군,2017,36.6666558,129.1124011,717,642,406,147,22,739,739,717,458,117,744,744,696,292,54,720,673,398,101,1,670,435,72,13,0,6.635,2.5,85.518,0.549,0.003,0.182,0.001,0.116,48.369,51.631,34.215,13.73,20.486,40.127,59.873,61.917,27.714,34.203,44.759,55.241,41.716,19.82,21.896,47.511,52.489,147.029,white
경상북도,영주시,2017,36.805683,128.623971,711,619,415,183,39,743,743,725,318,66,744,733,673,244,47,703,538,264,73,0,581,305,77,6,0,10.517,10.799,64.963,2.1,0.041,2.02,0.01,0.225,50.295,49.705,22.422,9.347,13.075,41.687,58.313,47.691,21.834,25.856,45.784,54.216,17.164,8.723,8.44,50.824,49.176,15.4,white
경상북도,영천시,2017,35.973276,128.938456,718,670,477,232,62,744,744,736,539,174,744,741,700,397,113,710,636,405,141,3,630,433,118,20,0,5.876,10.085,68.042,1.73,0.024,2,0,0.466,49.946,50.054,25.618,10.587,15.031,41.326,58.674,51.957,23.84,28.117,45.884,54.116,23.928,12.01,11.918,50.194,49.81,15.4,white
경상북도,예천군,2017,36.6576999,128.4529642,711,619,415,183,39,743,743,725,318,66,744,733,673,244,47,703,538,264,73,0,581,305,77,6,0,12.055,16.588,54.737,2.079,0.063,0.448,0.017,0.342,48.919,51.081,33.481,13.606,19.875,40.638,59.362,59.542,26.717,32.826,44.87,55.13,40.254,19.394,20.86,48.179,51.821,75.933,red
경상북도,울릉군,2017,37.484401,130.905883,719,609,277,18,0,744,744,739,283,18,744,744,735,259,11,720,720,421,39,0,689,390,47,0,0,17.002,0.556,75.658,1.329,0,0.01,0.01,0.156,54.398,45.602,21.639,9.916,11.723,45.824,54.176,52.313,26.614,25.699,50.875,49.125,11.783,5.88,5.904,49.898,50.102,6.081,white
경상북도,울진군,2017,36.993067,129.400554,718,635,322,29,1,744,744,727,307,47,744,742,702,270,21,720,697,389,47,0,661,391,54,0,0,3.56,4.397,85.572,0.811,0.014,0.012,0.003,0.079,50.146,49.854,25.495,9.787,15.708,38.387,61.613,51.281,23.056,28.225,44.961,55.039,18.763,8.651,10.112,46.108,53.892,6.081,white
경상북도,의성군,2017,36.35267,128.697089,714,620,435,248,88,744,744,731,413,134,744,730,672,338,99,698,554,306,127,0,567,351,100,19,0,6.683,11.447,70.606,1.212,0.01,1.076,0,0.267,48.154,51.846,38.578,15.471,23.107,40.102,59.898,67.704,30.071,37.633,44.415,55.585,43.841,21.63,22.211,49.338,50.662,147.029,white
경상북도,청도군,2017,35.647272,128.7338663,719,709,520,260,69,744,744,739,611,199,744,744,711,502,187,714,664,429,175,3,668,491,174,28,0,5.455,9.348,73.351,1.588,0.005,1.057,0.011,0.453,47.957,52.043,33.456,13.38,20.076,39.994,60.006,62.39,27.817,34.574,44.585,55.415,36.319,17.477,18.842,48.121,51.879,147.029,white
광주광역시,광산구,2017,35.1396023,126.7936349,718,713,554,231,43,744,744,744,659,145,744,744,724,550,141,720,706,537,181,4,696,504,177,21,0,7.639,21.377,34.093,8.025,1.162,0.105,0,0.221,50.145,49.855,8.044,3.152,4.892,39.184,60.816,24.659,11.871,12.788,48.14,51.86,2.454,1.189,1.265,48.471,51.539,4.778,white
광주광역시,광주남구,2017,35.1221068,126.9079579,718,713,554,231,43,744,744,744,659,145,744,744,724,550,141,720,706,537,181,4,696,504,177,21,0,9.013,25.488,29.853,13.34,0.872,0.136,0,0.475,48.514,51.486,14.737,6.291,8.446,42.689,57.311,37.126,16.941,20.185,45.632,54.368,2.35,1.141,1.209,48.563,51.437,4.778,white
광주광역시,광주동구,2017,35.146076,126.9231225,718,713,554,231,43,744,744,744,659,145,744,744,724,550,141,720,706,537,181,4,696,504,177,21,0,3.901,2.705,70.224,10.653,0.11,0.017,0,0.173,50.111,49.889,19.574,8.472,11.102,43.28,56.72,42.564,19.66,22.904,46.19,53.81,1.719,0.858,0.86,49.942,50.058,6.081,white
광주광역시,북구,2017,35.1740167,126.9119842,718,713,554,231,43,744,744,744,659,145,744,744,724,550,141,720,706,537,181,4,696,504,177,21,0,4.667,11.884,42.501,13.484,2.02,0.053,0,1.655,49.911,50.089,12.222,5.213,7.009,42.655,57.345,33.992,15.902,18.089,46.783,53.217,1.81,0.904,0.906,49.932,50.068,21.8,red
광주광역시,광주서구,2017,35.1528248,126.8910977,718,713,554,231,43,744,744,744,659,145,744,744,724,550,141,720,706,537,181,4,696,504,177,21,0,6.867,16.719,16.78,23.692,2.026,0.084,0,0.139,49.388,50.612,11.542,4.932,6.61,42.733,57.267,32.564,15.286,17.278,46.943,53.057,1.241,0.62,0.622,49.934,50.066,4.778,white
대구광역시,대구남구,2017,35.8460222,128.5977235,719,709,537,267,70,744,744,741,592,196,744,744,724,450,128,718,699,461,154,0,675,460,123,20,0,0.279,0.003,23.494,35.031,15.354,0,0,0.025,48.337,51.663,19.315,7.943,11.372,41.121,58.879,44.455,19.749,24.706,44.425,55.575,3.332,1.618,1.714,48.563,51.437,29.5,red
대구광역시,달서구,2017,35.8298561,128.5327576,719,709,537,267,70,744,744,741,592,196,744,744,724,450,128,718,699,461,154,0,675,460,123,20,0,1.366,2.826,31.08,22.857,3.42,0.048,0,0.272,49.715,50.285,10.644,4.508,6.137,42.348,57.652,34.12,16.069,18.051,47.096,52.904,7.589,3.84,3.749,50.599,49.401,6.081,white
대구광역시,달성군,2017,35.774916,128.431686,719,709,537,267,70,744,744,741,592,196,744,744,724,450,128,718,699,461,154,0,675,460,123,20,0,5.427,12.816,59.947,3.372,0.555,0.146,0.088,0.642,50.746,49.254,11.303,4.675,6.628,41.359,58.641,32.646,15.455,17.19,47.342,52.658,7,3.429,3.571,48.983,51.017,26.741,red
대구광역시,대구동구,2017,35.8866013,128.6355799,719,709,537,267,70,744,744,741,592,196,744,744,724,450,128,718,699,461,154,0,675,460,123,20,0,4.747,7.148,60.553,8.106,0.999,0.432,0.015,0.36,49.476,50.524,16.057,6.771,9.286,42.168,57.832,40.073,18.187,21.885,45.386,54.614,13.115,6.636,6.479,50.599,49.401,6.081,white
대구광역시,북구,2017,35.885656,128.582946,719,709,537,267,70,744,744,741,592,196,744,744,724,450,128,718,699,461,154,0,675,460,123,20,0,4.928,3.949,48.902,14.444,0.857,0.454,0,0.396,50.089,49.911,11.473,4.738,6.736,41.293,58.707,33.145,15.563,17.582,46.954,53.046,10.095,5.108,4.987,50.599,49.401,6.081,white
대구광역시,대구서구,2017,35.8717686,128.559115,719,709,537,267,70,744,744,741,592,196,744,744,724,450,128,718,699,461,154,0,675,460,123,20,0,2.381,1.117,11.31,34.806,0.478,0,0,0.265,50.246,49.754,16.913,7.106,9.807,42.017,57.983,45.007,20.646,24.361,45.873,54.127,22.914,11.594,11.32,50.599,49.401,29.5,red
대구광역시,수성구,2017,35.8581602,128.6306367,719,709,537,267,70,744,744,741,592,196,744,744,724,450,128,718,699,461,154,0,675,460,123,20,0,4.43,5.138,49.141,17.683,0.721,0.471,0.024,0.108,48.927,51.073,12.821,5.386,7.435,42.007,57.993,35.648,16.591,19.057,46.541,53.459,10.34,5.232,5.108,50.599,49.401,6.081,white
대구광역시,대구중구,2017,35.8693527,128.6061666,719,709,537,267,70,744,744,741,592,196,744,744,724,450,128,718,699,461,154,0,675,460,123,20,0,0,0,0,60.035,2.828,0,0,0,48.38,51.62,19.061,7.805,11.255,40.95,59.05,41.854,18.628,23.226,44.506,55.494,58.274,29.486,28.788,50.599,49.401,147.029,white
대전광역시,대덕구,2017,36.3467189,127.4155717,719,707,532,267,64,744,744,744,550,126,744,744,694,430,113,719,683,418,140,0,642,429,125,18,0,4.505,3.389,40.332,11.455,0.937,0.138,0.014,0.142,50.684,49.316,11.829,5.085,6.744,42.989,57.011,35.112,16.822,18.29,47.909,52.091,2.143,1.221,0.922,56.976,43.024,6.081,white
대전광역시,대전동구,2017,36.3118501,127.4548274,719,707,532,267,64,744,744,744,550,126,744,744,694,430,113,719,683,418,140,0,642,429,125,18,0,5.63,3.517,60.063,7.636,1.408,0.288,0,0.052,50.547,49.453,14.83,6.302,8.527,42.497,57.503,36.778,17.163,19.615,46.667,53.333,2.139,1.116,1.023,52.177,47.823,6.081,white
대전광역시,대전서구,2017,36.3554946,127.3837971,719,707,532,267,64,744,744,744,550,126,744,744,694,430,113,719,683,418,140,0,642,429,125,18,0,4.219,6.851,49.607,16.016,2.825,0.126,0.004,0.055,49.302,50.698,10.022,4.328,5.694,43.186,56.814,31.103,14.683,16.42,47.208,52.792,1.479,0.749,0.73,50.624,49.376,6.081,white
대전광역시,유성구,2017,36.3623035,127.3560786,719,707,532,267,64,744,744,744,550,126,744,744,694,430,113,719,683,418,140,0,642,429,125,18,0,5.667,8.548,48.591,12.634,1.724,0.75,0,0.648,51.63,48.37,7.175,3.038,4.136,42.347,57.653,25.191,12.278,12.913,48.741,51.259,4.975,2.504,2.471,50.328,49.672,6.081,white
대전광역시,대전중구,2017,36.3255706,127.4213488,719,707,532,267,64,744,744,744,550,126,744,744,694,430,113,719,683,418,140,0,642,429,125,18,0,4.487,4.265,57.719,15.406,1.52,0.368,0,0.017,49.554,50.446,15.653,6.756,8.896,43.164,56.836,38.478,17.891,20.586,46.498,53.502,1.243,0.662,0.581,53.283,46.717,6.081,white
부산광역시,강서구,2017,35.2122307,128.9805945,719,719,483,61,1,744,744,744,487,33,744,744,740,588,100,720,718,616,134,0,711,612,218,23,0,5.568,25.885,2.348,5.526,1.13,0.032,0.339,0.204,51.126,48.874,11.045,4.948,6.097,44.801,55.199,31.387,15.126,16.262,48.19,51.81,18.067,9.248,8.819,51.188,48.812,26.741,red
부산광역시,금정구,2017,35.2429921,129.0922773,719,719,483,61,1,744,744,744,487,33,744,744,740,588,100,720,718,616,134,0,711,612,218,23,0,1.45,5.341,62.47,10.743,0.146,0.001,0.351,0.184,49.05,50.95,16.006,6.914,9.092,43.197,56.803,41.719,19.047,22.672,45.656,54.344,8.602,4.295,4.307,49.928,50.072,6.081,white
부산광역시,기장군,2017,35.2446052,129.2222927,719,719,483,61,1,744,744,744,487,33,744,744,740,588,100,720,718,616,134,0,711,612,218,23,0,2.991,9.888,67.158,4.721,0.887,0.989,0.007,0.682,49.083,50.917,13.421,5.566,7.855,41.473,58.527,32.35,14.539,17.811,44.942,55.058,3.201,1.604,1.597,50.103,49.897,21.8,red
부산광역시,부산남구,2017,35.136588,129.084336,719,719,483,61,1,744,744,744,487,33,744,744,740,588,100,720,718,616,134,0,711,612,218,23,0,1.013,0.448,31.384,30.988,0.273,0,0.004,0.735,49.205,50.795,16.168,7.002,9.166,43.306,56.694,39.857,18.187,21.67,45.631,54.369,7.598,3.793,3.804,49.928,50.072,14.593,white
부산광역시,부산동구,2017,35.1390588,129.0569225,719,719,483,61,1,744,744,744,487,33,744,744,740,588,100,720,718,616,134,0,711,612,218,23,0,0.534,0.194,28.14,37.129,0.16,0,0,0.196,49.021,50.979,23.036,9.509,13.527,41.279,58.721,49.81,22.385,27.425,44.94,55.06,24.556,12.261,12.296,49.928,50.072,14.593,white
부산광역시,동래구,2017,35.2048575,129.0836402,719,719,483,61,1,744,744,744,487,33,744,744,740,588,100,720,718,616,134,0,711,612,218,23,0,1.131,0.705,26.565,42.644,0.391,0,0.188,0.16,48.88,51.12,15.167,6.7,8.467,44.174,55.826,40.49,18.604,21.886,45.948,54.052,8.026,4.007,4.019,49.928,50.072,14.593,white
부산광역시,부산진구,2017,35.1630009,129.0531722,719,719,483,61,1,744,744,744,487,33,744,744,740,588,100,720,718,616,134,0,711,612,218,23,0,0.292,0.792,32.716,32.108,11.88,0,0.021,0.22,48.516,51.484,15.934,6.799,9.135,42.668,57.332,40.388,18.414,21.974,45.592,54.408,5.694,2.843,2.851,49.928,50.072,14.593,white
부산광역시,북구,2017,35.1971347,128.9903711,719,719,483,61,1,744,744,744,487,33,744,744,740,588,100,720,718,616,134,0,711,612,218,23,0,0.528,1.691,55.855,16.274,1.225,0.007,0,0.422,49.617,50.383,12.628,5.411,7.217,42.847,57.153,38.874,18.371,20.503,47.257,52.743,6.945,3.468,3.478,49.928,50.072,6.081,white
부산광역시,사상구,2017,35.152612,128.991178,719,719,483,61,1,744,744,744,487,33,744,744,740,588,100,720,718,616,134,0,711,612,218,23,0,0.358,1.138,33.892,18.242,0.265,0,0,0.142,50.261,49.739,13.185,5.705,7.48,43.271,56.729,40.192,19.165,21.027,47.685,52.315,9.12,4.553,4.566,49.928,50.072,6.081,white
부산광역시,사하구,2017,35.1044667,128.9747917,719,719,483,61,1,744,744,744,487,33,744,744,740,588,100,720,718,616,134,0,711,612,218,23,0,4.128,0.407,32.24,19.406,0.807,0,0,0.312,49.679,50.321,14.075,6.065,8.011,43.087,56.913,39.499,18.418,21.081,46.628,53.372,6.408,3.2,3.209,49.928,50.072,6.081,white
부산광역시,부산서구,2017,35.09773,129.0241207,719,719,483,61,1,744,744,744,487,33,744,744,740,588,100,720,718,616,134,0,711,612,218,23,0,3.032,0.319,48.772,27.028,0.043,0,0.131,0.955,48.79,51.21,21.29,8.825,12.465,41.45,58.55,47.702,21.54,26.162,45.156,54.844,19.357,9.665,9.693,49.928,50.072,14.593,white
부산광역시,수영구,2017,35.1455593,129.1131945,719,719,483,61,1,744,744,744,487,33,744,744,740,588,100,720,718,616,134,0,711,612,218,23,0,0.251,0.046,23.561,50.639,0.716,0,0,0.027,47.607,52.393,17.772,7.743,10.028,43.571,56.429,43.215,19.225,23.991,44.486,55.514,12.231,6.107,6.124,49.928,50.072,14.593,white
부산광역시,연제구,2017,35.1762217,129.0796413,719,719,483,61,1,744,744,744,487,33,744,744,740,588,100,720,718,616,134,0,711,612,218,23,0,0.294,0.236,24.457,46.112,0.472,0,0,0.684,48.564,51.436,15.588,6.853,8.735,43.964,56.036,40.625,18.595,22.03,45.772,54.228,10.457,5.221,5.236,49.928,50.072,14.593,white
부산광역시,영도구,2017,35.0912316,129.0681448,719,719,483,61,1,744,744,744,487,33,744,744,740,588,100,720,718,616,134,0,711,612,218,23,0,2.499,0.833,27.622,28.904,0.693,0,10.869,0.397,50.111,49.889,20.931,8.624,12.306,41.204,58.796,47.306,21.356,25.95,45.145,54.855,16.773,8.374,8.398,49.928,50.072,14.593,white
부산광역시,부산중구,2017,35.1061458,129.032342,719,719,483,61,1,744,744,744,487,33,744,744,740,588,100,720,718,616,134,0,711,612,218,23,0,0.078,0,3.756,52.771,6.034,0,0,0,48.715,51.285,21.478,8.843,12.635,41.175,58.825,48.963,22.002,26.961,44.936,55.064,49.012,24.471,24.541,49.928,50.072,147.029,white
부산광역시,해운대구,2017,35.1632066,129.1637957,719,719,483,61,1,744,744,744,487,33,744,744,740,588,100,720,718,616,134,0,711,612,218,23,0,1.578,2.823,54.012,18.969,1.473,0.041,0,0.067,48.573,51.427,13.724,5.819,7.905,42.399,57.601,37.888,17.451,20.437,46.06,53.94,5.183,2.588,2.595,49.928,50.072,6.081,white
울산광역시,울산남구,2017,35.5437564,129.3299109,718,691,438,124,9,744,744,744,571,134,744,744,725,444,70,720,706,493,90,0,687,544,126,15,0,2.277,3.203,25.105,14.039,1.054,0.442,0,0.382,51.146,48.854,8.778,3.923,4.855,44.692,55.308,33.005,16.269,16.736,49.293,50.707,1.238,0.625,0.613,50.475,49.525,6.081,white
울산광역시,울산북구,2017,35.5048563,129.4166007,718,691,438,124,9,744,744,744,571,134,744,744,725,444,70,720,706,493,90,0,687,544,126,15,0,2.12,2.803,50.621,13.016,0.438,0.165,0,0.134,53.255,46.745,8.102,3.792,4.31,46.798,53.202,31.593,15.649,15.944,49.532,50.468,0.494,0.254,0.24,51.418,48.582,6.081,white
울산광역시,북구,2017,35.582734,129.3609087,718,691,438,124,9,744,744,744,571,134,744,744,725,444,70,720,706,493,90,0,687,544,126,15,0,4.202,11.248,63.593,4.028,0.43,0.71,0,0.446,51.954,48.046,6.664,2.781,3.883,41.736,58.264,26.962,13.742,13.22,50.967,49.033,2.859,1.414,1.445,49.464,50.536,21.8,red
울산광역시,울주군,2017,35.5687911,129.3321348,718,691,438,124,9,744,744,744,571,134,744,744,725,444,70,720,706,493,90,0,687,544,126,15,0,2.878,9.708,68.872,2.504,0.162,1.315,0.004,0.349,51.566,48.434,11.922,4.961,6.961,41.616,58.384,34.395,16.739,17.656,48.668,51.332,8.177,4.022,4.154,49.194,50.806,90,red
울산광역시,울산중구,2017,37.4736787,126.6215625,718,691,438,124,9,744,744,744,571,134,744,744,725,444,70,720,706,493,90,0,687,544,126,15,0,6.238,6.349,38.397,20.298,1.16,1.94,0,0.928,51.052,48.948,10.894,4.815,6.079,44.202,55.798,35.966,17.377,18.588,48.316,51.684,1.527,0.779,0.747,51.036,48.964,6.081,white
인천광역시,강화군,2017,37.7465596,126.4878458,719,717,506,108,0,744,744,744,467,27,744,744,699,424,71,720,715,555,100,0,678,428,104,4,0,9.409,29.975,43.344,3.7,0.011,0.083,0.045,0.435,50.168,49.832,29.747,13.232,16.514,44.483,55.517,58.094,27.481,30.613,47.305,52.695,26.989,12.816,14.173,47.486,52.514,75.933,red
인천광역시,계양구,2017,37.5369504,126.7377435,719,717,506,108,0,744,744,744,467,27,744,744,699,424,71,720,715,555,100,0,678,428,104,4,0,11.56,20.643,27.788,15.33,0.715,0.081,0.001,0.251,49.83,50.17,9.221,3.846,5.375,41.712,58.288,33.624,16.265,17.359,48.375,51.625,10.159,5.006,5.153,49.276,50.724,26.741,red
인천광역시,인천남구,2017,37.4635416,126.6505599,719,717,506,108,0,744,744,744,467,27,744,744,699,424,71,720,715,555,100,0,678,428,104,4,0,0.864,0.176,7.019,43.476,2.379,0,0,0.034,50.659,49.341,13.794,5.987,7.807,43.405,56.595,36.957,17.314,19.644,46.847,53.153,7.966,3.925,4.041,49.276,50.724,14.593,white
인천광역시,남동구,2017,37.4469893,126.7319416,719,717,506,108,0,744,744,744,467,27,744,744,699,424,71,720,715,555,100,0,678,428,104,4,0,9.896,2.121,18.271,20.761,10.061,0.399,0,0.191,49.736,50.264,10.404,4.422,5.982,42.5,57.5,32.811,15.483,17.329,47.187,52.813,6.31,3.109,3.201,49.276,50.724,6.081,white
인천광역시,인천동구,2017,37.4738184,126.6433385,719,717,506,108,0,744,744,744,467,27,744,744,699,424,71,720,715,555,100,0,678,428,104,4,0,0.001,0,0.907,25.392,2.959,0,0,0,50.176,49.824,17.869,7.408,10.461,41.459,58.541,41.447,19.197,22.25,46.318,53.682,47.469,23.391,24.078,49.276,50.724,6.455,white
인천광역시,부평구,2017,37.5069818,126.7217739,719,717,506,108,0,744,744,744,467,27,744,744,699,424,71,720,715,555,100,0,678,428,104,4,0,1.925,2.019,22.376,32.435,2.609,0,0,0.093,49.604,50.396,11.257,4.76,6.497,42.286,57.714,34.807,16.444,18.364,47.242,52.758,6.115,3.013,3.102,49.276,50.724,14.593,white
인천광역시,인천서구,2017,37.545487,126.6760311,719,717,506,108,0,744,744,744,467,27,744,744,699,424,71,720,715,555,100,0,678,428,104,4,0,7.693,10.243,23.53,14.76,3.102,0.216,0.003,0.196,50.377,49.623,8.573,3.653,4.92,42.612,57.388,29.713,14.532,15.181,48.908,51.092,6.607,3.256,3.351,49.276,50.724,4.778,white
인천광역시,연수구,2017,37.4101597,126.6783087,719,717,506,108,0,744,744,744,467,27,744,744,699,424,71,720,715,555,100,0,678,428,104,4,0,1.543,0.554,7.205,30.52,13.898,0,0.032,0.098,49.833,50.167,8.224,3.414,4.81,41.514,58.486,29.892,14.571,15.321,48.746,51.254,10.125,4.989,5.136,49.276,50.724,14.593,white
인천광역시,옹진군,2017,37.4464879,126.6368118,719,717,506,108,0,744,744,744,467,27,744,744,699,424,71,720,715,555,100,0,678,428,104,4,0,9.123,7.45,70.579,2.207,0.005,0.322,0.009,0.19,57.125,42.875,21.978,9.664,12.313,43.974,56.026,50.083,25.371,24.712,50.657,49.343,15.776,7.438,8.337,47.151,52.849,6.081,white
인천광역시,인천중구,2017,37.4736787,126.6215625,719,717,506,108,0,744,744,744,467,27,744,744,699,424,71,720,715,555,100,0,678,428,104,4,0,4.25,5.381,25.363,8.549,0.114,2.216,0.78,0.109,51.477,48.523,13.629,5.89,7.739,43.22,56.78,34.477,16.622,17.855,48.211,51.789,29.856,14.712,15.144,49.276,50.724,32.167,red
전라남도,강진군,2017,34.6420774,126.767261,719,695,483,146,7,585,585,585,443,74,744,744,709,529,127,718,685,456,148,0,651,480,173,27,0,6.189,21.807,57.654,2.101,0.006,0.163,0.007,0.255,48.126,51.874,32.055,12.403,19.653,38.691,61.309,56.798,24.88,31.918,43.804,56.196,33.769,15.797,17.972,46.78,53.22,147.029,white
전라남도,고흥군,2017,34.610806,127.285059,719,676,427,124,4,744,744,741,496,82,744,744,696,494,104,717,690,481,136,0,650,507,153,20,0,10.036,19.533,56.202,1.947,0.015,0.256,0,0.234,48.167,51.833,39.227,15.638,23.589,39.866,60.134,65.19,28.849,36.342,44.253,55.747,43.265,19.732,23.535,45.606,54.397,147.029,white
전라남도,곡성군,2017,35.2820105,127.2920564,717,659,439,196,31,744,744,744,499,109,744,735,686,361,97,708,640,348,114,0,609,397,109,15,0,5.242,11.647,72.059,1.462,0.015,0.171,0.037,0.234,48.528,51.472,32.889,12.532,20.357,38.104,61.896,55.758,24.377,31.381,43.719,56.281,42.345,20.898,21.447,49.352,50.648,147.029,white
전라남도,광양시,2017,34.9406485,127.695974,718,718,545,190,15,704,704,704,524,111,744,744,736,513,133,720,709,543,134,0,699,577,160,21,0,3.988,10.359,64.885,2.814,0.3,0.066,0.046,0.273,51.62,48.38,11.34,4.633,6.707,40.857,59.143,32.856,16.27,16.586,49.519,50.481,11.83,5.675,6.154,47.975,52.025,90,red
전라남도,구례군,2017,35.2024951,127.4627923,715,643,403,149,9,744,744,738,457,112,742,738,693,383,107,713,620,362,116,0,573,366,108,18,0,4.26,9.385,77.014,1.545,0.012,0.124,0.012,0.135,48.427,51.573,32.231,12.51,19.721,38.813,61.187,57.88,25.528,32.352,44.105,55.895,39.496,18.03,21.471,45.649,54.361,147.029,white
전라남도,나주시,2017,35.015893,126.710868,718,713,554,231,43,744,744,744,659,145,744,744,724,550,141,720,706,537,181,4,696,504,177,21,0,10.097,24.573,38.603,3.789,0.36,2.258,0.018,0.294,49.41,50.59,23.037,8.982,14.055,38.989,61.011,44.671,20.145,24.525,45.097,54.903,23.881,11.555,12.325,48.388,51.612,26.741,red
전라남도,담양군,2017,35.3212228,126.9882508,717,659,439,196,31,744,744,744,499,109,744,735,686,361,97,708,640,348,114,0,609,397,109,15,0,5.62,17.674,60.496,2.558,0.021,0.173,0.007,0.284,49.251,50.749,29.429,11.711,17.718,39.794,60.206,54.562,24.55,30.013,44.994,55.006,27.646,13.181,14.465,47.678,52.322,136.667,white
전라남도,목포시,2017,34.810673,126.392732,719,714,527,119,0,744,744,744,625,108,744,744,728,554,122,720,715,585,126,0,711,510,132,18,0,13.972,4.794,22.21,22.569,2.264,0.013,0.056,0.327,50.204,49.796,13.827,5.748,8.078,41.575,58.425,35.428,16.416,19.012,46.335,53.665,1.453,0.73,0.723,50.22,49.78,6.081,white
전라남도,무안군,2017,34.9904542,126.4816856,719,685,462,150,1,742,742,742,604,117,735,734,698,489,126,720,678,419,131,2,646,401,107,16,0,20.768,19.655,33.313,3.154,0.248,0.073,0.033,0.206,50.393,49.607,18.908,7.631,11.277,40.358,59.642,38.316,17.642,20.674,46.044,53.956,23.101,10.97,12.13,47.486,52.509,26.741,red
전라남도,보성군,2017,34.7714286,127.0800892,719,706,520,175,8,744,744,744,569,105,744,744,712,500,127,717,695,465,149,0,665,488,166,29,0,7.29,16.673,62.169,2.099,0.004,0.342,0,0.177,48.111,51.889,35.785,13.965,21.82,39.025,60.975,60.159,26.417,33.742,43.912,56.088,36.386,17.094,19.289,46.98,53.013,147.029,white
전라남도,순천시,2017,34.9506366,127.4873242,715,643,403,149,9,744,744,738,457,112,742,738,693,383,107,713,620,362,116,0,573,366,108,18,0,5.995,11.506,67.973,2.467,0.242,0.236,0.01,0.197,49.904,50.096,13.747,5.723,8.024,41.629,58.371,35.659,16.862,18.798,47.285,52.715,9.595,4.607,4.988,48.016,51.984,48.211,red
전라남도,신안군,2017,34.833291,126.351357,719,685,462,150,1,742,742,742,604,117,735,734,698,489,126,720,678,419,131,2,646,401,107,16,0,16.323,15.844,49.795,1.631,0.006,0.022,0.007,0.305,51.889,48.111,35.563,14.461,21.102,40.664,59.336,62.687,29.472,33.215,47.014,52.986,44.462,20.97,23.492,47.164,52.836,75.933,red
